Episode,TotalReward,AvgReward,Steps
1,-645.5,-645.5,820
1,-648.5,-648.5,821
1,-651.5,-651.5,822
1,-654.5,-654.5,823
1,-657.5,-657.5,824
1,-660.5,-660.5,825
1,-663.5,-663.5,826
1,-666.5,-666.5,827
1,-670.0,-670.0,828
1,-672.5,-672.5,829
1,-675.5,-675.5,830
1,-678.5,-678.5,831
1,-681.5,-681.5,832
1,-684.5,-684.5,833
1,-687.5,-687.5,834
1,-690.5,-690.5,835
1,-693.5,-693.5,836
1,-696.5,-696.5,837
1,-699.5,-699.5,838
1,-678.75,-678.75,839
1,-658.75,-658.75,840
1,-662.0,-662.0,841
1,-665.0,-665.0,842
1,-668.0,-668.0,843
1,-671.0,-671.0,844
1,-674.0,-674.0,845
1,-677.0,-677.0,846
1,-680.0,-680.0,847
1,-683.0,-683.0,848
1,-686.0,-686.0,849
1,-689.0,-689.0,850
1,-692.0,-692.0,851
1,-695.5,-695.5,852
1,-698.0,-698.0,853
1,-701.0,-701.0,854
1,-704.0,-704.0,855
1,-707.0,-707.0,856
1,-710.0,-710.0,857
1,-713.0,-713.0,858
1,-716.0,-716.0,859
1,-719.0,-719.0,860
1,-722.0,-722.0,861
1,-725.0,-725.0,862
1,-728.0,-728.0,863
1,-731.5,-731.5,864
1,-734.0,-734.0,865
1,-737.0,-737.0,866
1,-740.0,-740.0,867
1,-743.0,-743.0,868
1,-746.0,-746.0,869
1,-749.0,-749.0,870
1,-752.0,-752.0,871
1,-755.0,-755.0,872
1,-758.0,-758.0,873
1,-761.0,-761.0,874
1,-764.0,-764.0,875
1,-767.5,-767.5,876
1,-770.0,-770.0,877
1,-773.0,-773.0,878
1,-765.5,-765.5,879
1,-758.0,-758.0,880
1,-760.5,-760.5,881
1,-729.25,-729.25,882
1,-647.5,-647.5,883
1,-649.5,-649.5,884
1,-567.5,-567.5,885
1,-569.25,-569.25,886
1,-487.25,-487.25,887
1,-489.25,-489.25,888
1,-407.5,-407.5,889
1,-326.25,-326.25,890
1,-327.5,-327.5,891
1,-246.0,-246.0,892
1,-247.0,-247.0,893
1,-165.25,-165.25,894
1,-166.75,-166.75,895
1,-85.25,-85.25,896
1,-4.0,-4.0,897
1,-5.25,-5.25,898
1,-6.0,-6.0,899
1,-7.25,-7.25,900
1,-7.5,-7.5,901
1,-9.0,-9.0,902
1,-10.0,-10.0,903
1,-11.5,-11.5,904
1,-12.75,-12.75,905
1,-14.0,-14.0,906
1,-15.25,-15.25,907
1,-17.25,-17.25,908
1,-18.75,-18.75,909
1,-20.25,-20.25,910
1,-22.5,-22.5,911
1,-24.75,-24.75,912
1,-26.0,-26.0,913
1,-28.5,-28.5,914
1,-30.5,-30.5,915
1,-33.25,-33.25,916
1,-35.5,-35.5,917
1,-37.75,-37.75,918
1,-40.75,-40.75,919
1,-43.25,-43.25,920
1,-45.75,-45.75,921
1,-49.0,-49.0,922
1,-52.5,-52.5,923
1,-55.0,-55.0,924
1,-58.0,-58.0,925
1,-61.0,-61.0,926
1,-64.0,-64.0,927
1,-67.0,-67.0,928
1,-70.0,-70.0,929
1,-73.0,-73.0,930
1,-76.0,-76.0,931
1,-79.0,-79.0,932
1,-82.0,-82.0,933
1,-85.0,-85.0,934
1,-88.0,-88.0,935
1,-91.5,-91.5,936
1,-94.0,-94.0,937
1,-97.0,-97.0,938
1,-100.0,-100.0,939
1,-103.0,-103.0,940
1,-106.0,-106.0,941
1,-109.0,-109.0,942
1,-112.0,-112.0,943
1,-115.0,-115.0,944
1,-118.0,-118.0,945
1,-121.0,-121.0,946
1,-124.0,-124.0,947
1,-127.0,-127.0,948
1,-130.0,-130.0,949
1,-133.5,-133.5,950
1,-136.0,-136.0,951
1,-139.0,-139.0,952
1,-142.0,-142.0,953
1,-145.0,-145.0,954
1,-148.0,-148.0,955
1,-151.0,-151.0,956
1,-154.0,-154.0,957
1,-157.0,-157.0,958
1,-160.0,-160.0,959
1,-163.0,-163.0,960
1,-166.0,-166.0,961
1,-169.0,-169.0,962
1,-172.0,-172.0,963
1,-175.0,-175.0,964
1,-178.0,-178.0,965
1,-181.5,-181.5,966
1,-184.0,-184.0,967
1,-187.0,-187.0,968
1,-190.0,-190.0,969
1,-193.0,-193.0,970
1,-196.0,-196.0,971
1,-199.0,-199.0,972
1,-202.0,-202.0,973
1,-205.0,-205.0,974
1,-208.0,-208.0,975
1,-211.0,-211.0,976
1,-214.0,-214.0,977
1,-217.0,-217.0,978
1,-220.0,-220.0,979
1,-223.5,-223.5,980
1,-226.0,-226.0,981
1,-229.0,-229.0,982
1,-232.0,-232.0,983
1,-235.0,-235.0,984
1,-238.0,-238.0,985
1,-241.0,-241.0,986
1,-244.0,-244.0,987
1,-247.0,-247.0,988
1,-250.0,-250.0,989
1,-253.5,-253.5,990
1,-256.0,-256.0,991
1,-259.0,-259.0,992
1,-262.0,-262.0,993
1,-265.0,-265.0,994
1,-268.0,-268.0,995
1,-271.0,-271.0,996
1,-274.0,-274.0,997
